id,nombre científico,nombre común,rango,zonas USDA
"nombre_cientifico","Nombre científico","Nombre común","N/A",""
"abies_nordmanniana","Abies nordmanniana","Abeto del Cáucaso, abeto de Normandía","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"abutilon_grandifolium","Abutilon grandifolium","Abutilo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"abutilon_pauciflorum","Abutilon pauciflorum","Malvavisco","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acacia_aroma","Acacia aroma","Aromo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acacia_baileyana","Acacia baileyana","Acacia de Baile, Mimosa de Baile","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acacia_bonariensis","Acacia bonariensis","Cari cari, uña de gato, ñapinday","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acacia_dealbata","Acacia dealbata","Mimosa, Aromo francés","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"acacia_melanoxylon","Acacia melanoxylon","Acacia negra","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"acacia_retinoides","Acacia retinoides","Acacia verde","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acacia_sp","Acacia sp.","Acacia","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"acanthosyris_spinescens","Acanthosyris spinescens","Quebrachillo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"acca_sellowiana","Acca sellowiana","Falso Guayabo, Guayaba del Brasil","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"acer_buergerianum","Acer buergerianum","Arce tridente","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_campestre","Acer campestre","Arce campestre. Arce común, Arce menor","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_negundo","Acer negundo","Arce negundo","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_palmatum","Acer palmatum","Arce japones","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_platanoides","Acer platanoides","Arce real","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_pseudoplatanus","Acer pseudoplatanus","Arce blanco","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_saccharinum","Acer saccharinum","Arce plateado, Arce blanco","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"acer_sp","Acer sp.","Arce","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"aesculus_sp","Aesculus sp.","Aesculus","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"aesculus_hippocastanum","Aesculus hippocastanum","Castaño de Indias común","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"agathis_alba","Agathis alba","Agatis blanco","-1.1°C a 1.7°C","10a, 10b"
"agathis_robusta","Agathis robusta","Kauri de corteza lisa","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"agave_angustifolia","Agave angustifolia","Agave vivipara","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"ailanthus_altissima","Ailanthus altissima","Árbol del cielo, Ailanto, Árbol de los dioses","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ailanthus_sp","Ailanthus sp.","Ailanthus","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"albizia_julibrissin","Albizia julibrissin","Acacia de constantinopla","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"aleurites_sp","Aleurites sp.","Aleurites","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"allophylus_edulis","Allophylus edulis","Chal Chal","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"anadenanthera_colubrina","Anadenanthera colubrina","Cebil, Vilca","-3.9°C a -1.1°C","9b, 10a, 10b"
"annona_cherimola","Annona cherimola","Chirimoya","-3.9°C a -1.1°C","9b, 10a, 10b"
"annona_squamosa","Annona squamosa","Chirimoya, Anón","-1.1°C a 1.7°C","10a, 10b"
"araucaria_angustifolia","Araucaria angustifolia","Pino del Paraná, Pino de Misiones, Pino de Brasil","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"araucaria_araucana","Araucaria araucana","Pehuén","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"araucaria_bidwillii","Araucaria bidwillii","Bunya, bunya","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"araucaria_columnaris","Araucaria columnaris","Araucaria columnar","-1.1°C a 1.7°C","10a, 10b"
"araucaria_heterophylla","Araucaria heterophylla","Araucaria, Araucaria de pisos","-3.9°C a -1.1°C","9b, 10a, 10b"
"araucaria_sp","Araucaria sp.","Araucaria","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"arbustus_andrache","Arbustus andrache","Madroño oriental","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"archontophoenix_alexandrae","Archontophoenix alexandrae","Palmera real australiana, seafortia","-1.1°C a 1.7°C","10a, 10b"
"archontophoenix_alexandrae_a_cunninghamiana","Archontophoenix alexandrae × A. cunninghamiana","Palmera Archontophoenix Albang","-3.9°C a -1.1°C","9b, 10a, 10b"
"archontophoenix_cunninghamiana","Archontophoenix cunninghamiana","Palma Bangalow, Palma Rey","-3.9°C a -1.1°C","9b, 10a, 10b"
"aspidosperma_australe","Aspidosperma australe","Guatambu amarillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"aspidosperma_quebrachoblanco","Aspidosperma quebracho-blanco","Quebracho blanco","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"baccharis_punctulata","Baccharis punctulata","Chilca","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"baccharis_salicifolia","Baccharis salicifolia","Chilca dulce","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"bauhinia_forficata","Bauhinia forficata","Pezuña de vaca","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"bauhinia_variegata","Bauhinia variegata","Árbol de las orquídeas, Pezuña de vaca","-3.9°C a -1.1°C","9b, 10a, 10b"
"beaucarnea_recurvata","Beaucarnea recurvata","Pata de elefante, Nolina","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"betula_alba","Betula alba","Abedul común, abedul blanco","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"betula_pendula","Betula pendula","Abedul pendulo","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"betula_sp","Betula sp.","Abedul","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"bismarckia_nobilis","Bismarckia nobilis","Palmera bisrmackia","-1.1°C a 1.7°C","10a, 10b"
"bixa_orellana","Bixa orellana","Anatto, Urucú, Achiote","-1.1°C a 1.7°C","10a, 10b"
"blepharocalyx_salicifolius","Blepharocalyx salicifolius","Anacahuita, Horco Molle","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"boungavillea_sp","Boungavillea sp.","Santa Rita","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"brachychiton_sp","Brachychiton sp.","Braquiquito","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"brachychiton_discolor","Brachychiton discolor","Árbol de la llama, Braquiquito rosa","-3.9°C a -1.1°C","9b, 10a, 10b"
"brachychiton_populneus","Brachychiton populneus","Braquiquito","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"broussonetia_papyrifera","Broussonetia papyrifera","Morera de papel","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"brugmansia_arborea","Brugmansia arborea","Floripondio","-3.9°C a -1.1°C","9b, 10a, 10b"
"brunfelsia_australis","Brunfelsia australis","Jazmín del Paraguay","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"butia_capitata","Butia capitata","Butiá, Palma de la jalea","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"butia_yatay","Butia yatay","Yatay","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"buxus_sempervirens","Buxus sempervirens","Boj","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"caesalpinia_gilliesii","Caesalpinia gilliesii","Barba de chivo","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"caesalpinia_paraguariensis","Caesalpinia paraguariensis","Guayacán","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"caesalpinia_sp","Caesalpinia sp.","Guayacan, Barba de Chivo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"calliandra_parvifolia","Calliandra parvifolia","Flor de seda, plumerillo rosado","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"calliandra_tweedii","Calliandra tweedii","Plumerillo rojo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"callistemon_citrinus","Callistemon citrinus","Limpialimpia, limpiatubos","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"camellia_japonica","Camellia japonica","Camelia","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"camellia_sp","Camellia sp.","Camelia","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"capparis_sp","Capparis sp.","Alcaparra","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"carica_papaya","Carica papaya","Papaya, Mamón","-1.1°C a 1.7°C","10a, 10b"
"carpinus_betulus","Carpinus betulus","Carpe","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"carya_illinoinensis","Carya illinoinensis","Nogal pecán","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"caryota_urens","Caryota urens","Palmera cola de pescado","-1.1°C a 1.7°C","10a, 10b"
"cascabela_thevetia","Cascabela thevetia","Ayoyote, Hueso de fraile","-3.9°C a -1.1°C","9b, 10a, 10b"
"casimiroa_edulis","Casimiroa edulis","Zapote blanco","-3.9°C a -1.1°C","9b, 10a, 10b"
"cassia_fistula","Cassia fistula","Lluvia de oro, Cañafístula","-1.1°C a 1.7°C","10a, 10b"
"cassia_sp","Cassia sp.","Cassia","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"castanea_sativa","Castanea sativa","Castaño común","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"casuarina_cunninghamiana","Casuarina cunninghamiana","Casuarina","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"catalpa_bignonioides","Catalpa bignonioides","Catalpa","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"catalpa_sp","Catalpa sp.","Catalpa","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cecropia_concolor","Cecropia concolor","Ambay","-1.1°C a 1.7°C","10a, 10b"
"cedrela_angustifolia","Cedrela angustifolia","Cedro colla, cedro salteño","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"cedrela_fissilis","Cedrela fissilis","Cedro misionero","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"cedrela_sp","Cedrela sp.","Cedro","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"cedrus_sp","Cedrus sp.","Cedro","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cedrus_atlantica","Cedrus atlantica","Cedro del Atlas","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cedrus_atlantica_f_glauca","Cedrus atlantica f. glauca","Cedro azul","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cedrus_deodara","Cedrus deodara","Cedro del Himalaya","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cedrus_deodara_f_aurea","Cedrus deodara f. aurea","Cedro dorado del Himalaya","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"cedrus_libani","Cedrus libani","Cedro del Líbano","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ceiba_chodatii","Ceiba chodatii","Palo borracho flor blanca, Yuchán","-3.9°C a -1.1°C","9b, 10a, 10b"
"ceiba_sp","Ceiba sp.","Palo borracho","-3.9°C a -1.1°C","9b, 10a, 10b"
"ceiba_speciosa","Ceiba speciosa","Palo borracho, Samohú","-3.9°C a -1.1°C","9b, 10a, 10b"
"celtis_australis","Celtis australis","Almez","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"celtis_iguanea","Celtis iguanea","Tala gateador","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"celtis_laevigata","Celtis laevigata","Almez del sur","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"celtis_sinensis","Celtis sinensis","Almez chino","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"celtis_tala","Celtis tala","Tala","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"cephalotaxus_sp","Cephalotaxus sp.","Cefalotaxo","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ceratonia_siliqua","Ceratonia siliqua","Algarrobo europeo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"cercis_siliquastrum","Cercis siliquastrum","Árbol del amor, Árbol de Judas","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"chaenomeles_sp","Chaenomeles sp.","Membrillero de Japón","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"chamaecyparis_funebris","Chamaecyparis funebris","Ciprés llorón chino","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"chamaecyparis_lawsoniana","Chamaecyparis lawsoniana","Ciprés de Lawson","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"chamaecyparis_sp","Chamaecyparis sp.","Falso ciprés","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"chamaerops_humilis","Chamaerops humilis","Palmito, Margallón","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"chrysalidocarpus_lutescens","Chrysalidocarpus lutescens","Palmera areca","-1.1°C a 1.7°C","10a, 10b"
"cinnamomum_camphora","Cinnamomum camphora","Alcanforero","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"cinnamomum_glanduliferum","Cinnamomum glanduliferum","Falso alcanforero","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"cinnamomun_sp","Cinnamomun sp.","Alcanforero","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"citharexylum_montevidense","Citharexylum montevidense","Tarumá","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citronella_mucronata","Citronella mucronata","Huillipatagua, Naranjillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_aurantifolia","Citrus × aurantifolia","Lima","-3.9°C a -1.1°C","9b, 10a, 10b"
"citrus_aurantium","Citrus × aurantium","Naranjo amargo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_limon","Citrus × limon","Limonero","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_paradisi","Citrus × paradisi","Pomelo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_reticulata","Citrus × reticulata","Mandarino","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_sinensis","Citrus × sinensis","Naranjo dulce","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_tangerina","Citrus × tangerina","Tangerina","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"citrus_sp","Citrus sp.","Cítricos","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"cocculus_laurifolius","Cocculus laurifolius","Cóculo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"cocos_nucifera","Cocos nucifera","Cocotero","1.7°C a 4.4°C","10b"
"cordia_myxa","Cordia myxa","Sebesten","-3.9°C a -1.1°C","9b, 10a, 10b"
"cordyline_australis","Cordyline australis","Drácena, Cordiline","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"corylus_avellana","Corylus avellana","Avellano","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
