id,nombre científico,nombre común,rango,zonas USDA
coccothrinax_crinita_subsp_brevicrinis,Coccothrinax crinita subsp. brevicrinis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_crinita_subsp_crinita,Coccothrinax crinita subsp. crinita,Short Hair Old Man Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_cupularis,Coccothrinax cupularis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_ekmanii,Coccothrinax ekmanii,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_elegans,Coccothrinax elegans,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_fagildei,Coccothrinax fagildei,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_fragrans,Coccothrinax fragrans,Fragrant Cuban Thatch Palm,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_garciana,Coccothrinax garciana,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_gracilis,Coccothrinax gracilis,Hispaniola Silver Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_guantanamensis,Coccothrinax guantanamensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_gundlachii,Coccothrinax gundlachii,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_hioramii,Coccothrinax hioramii,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_inaguensis,Coccothrinax inaguensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_jamaicensis,Coccothrinax jamaicensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_jimenezii,Coccothrinax jimenezii,,1.7°C a 4.4°C,10b
coccothrinax_leonis,Coccothrinax leonis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_littoralis,Coccothrinax littoralis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_macroglossa,Coccothrinax macroglossa,,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_microphylla,Coccothrinax microphylla,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_miraguama_subsp_arenicola,Coccothrinax miraguama subsp. arenicola,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_miraguama_subsp_havanensis,Coccothrinax miraguama subsp. havanensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_miraguama_subsp_miraguama,Coccothrinax miraguama subsp. miraguama,Miraguama Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_miraguama_subsp_roseocarpa,Coccothrinax miraguama subsp. roseocarpa,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_moaensis,Coccothrinax moaensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_montana,Coccothrinax montana,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_munizii,Coccothrinax munizii,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_muricata,Coccothrinax muricata,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_nipensis,Coccothrinax nipensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_orientalis,Coccothrinax orientalis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_pauciramosa,Coccothrinax pauciramosa,Yuraguana Palm,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_proctorii,Coccothrinax proctorii,Proctor's Silver Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_pseudorigida,Coccothrinax pseudorigida,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_pumila,Coccothrinax pumila,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_readii,Coccothrinax readii,Mexican Silver Palm,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_rigida,Coccothrinax rigida,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_salvatoris_subsp_loricata,Coccothrinax salvatoris subsp. loricata,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_salvatoris_subsp_salvatoris,Coccothrinax salvatoris subsp. salvatoris,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_saxicola,Coccothrinax saxicola,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_scoparia,Coccothrinax scoparia,Highland Silver Palm,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_spissa,Coccothrinax spissa,Hispaniola Belly Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
coccothrinax_torrida,Coccothrinax torrida,,1.7°C a 4.4°C,10b
coccothrinax_trinitensis,Coccothrinax trinitensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_victorini,Coccothrinax victorini,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_yunquensis,Coccothrinax yunquensis,,-1.1°C a 1.7°C,"10a, 10b"
coccothrinax_yuraguana,Coccothrinax yuraguana,,-1.1°C a 1.7°C,"10a, 10b"
cocos_nucifera,Cocos nucifera,Coconut Palm,-1.1°C a 1.7°C,"10a, 10b"
colpothrinax_aphanopetala,Colpothrinax aphanopetala,,1.7°C a 4.4°C,10b
colpothrinax_cookii,Colpothrinax cookii,,1.7°C a 4.4°C,10b
colpothrinax_wrightii,Colpothrinax wrightii,Barrel Palm,1.7°C a 4.4°C,10b
copernicia_alba,Copernicia alba,Caranday Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
copernicia_baileyana,Copernicia baileyana,Yarey Palm,-1.1°C a 1.7°C,"10a, 10b"
copernicia_berteroana,Copernicia berteroana,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_brittonorum,Copernicia brittonorum,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_cowellii,Copernicia cowellii,Dwarf Jata Palm,-1.1°C a 1.7°C,"10a, 10b"
copernicia_curbeloi,Copernicia curbeloi,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_curtissii,Copernicia curtissii,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_ekmanii,Copernicia ekmanii,Ekman's Silver Palm,-1.1°C a 1.7°C,"10a, 10b"
copernicia_fallaensis,Copernicia fallaensis,Giant Yarey Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
copernicia_gigas,Copernicia gigas,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_glabrescens_var_glabrescens,Copernicia glabrescens var. glabrescens,Guano Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
copernicia_glabrescens_var_ramosissima,Copernicia glabrescens var. ramosissima,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_hospita,Copernicia hospita,,-3.9°C a -1.1°C,"9b, 10a, 10b"
copernicia_humicola,Copernicia humicola,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_longiglossa,Copernicia longiglossa,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_macroglossa,Copernicia macroglossa,Cuban Petticoat Palm,-1.1°C a 1.7°C,"10a, 10b"
copernicia_molineti,Copernicia molineti,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_oxycalyx,Copernicia oxycalyx,,1.7°C a 4.4°C,10b
copernicia_prunifera,Copernicia prunifera,Carnauba Wax Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
copernicia_rigida,Copernicia rigida,Jata Palm,-1.1°C a 1.7°C,"10a, 10b"
copernicia_roigii,Copernicia roigii,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_tectorum,Copernicia tectorum,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_burretiana_c_hospita_x_c_macroglossa,Copernicia x burretiana (C. hospita x C. macroglossa),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_escarzana_c_hospita_x_c_macroglossa,Copernicia x escarzana (C. hospita x C. macroglossa),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_occidentalis_c_brittonanum_x_c_hospita,Copernicia x occidentalis (C. brittonanum x C. hospita),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_shaferi_c_cowellii_x_c_hospita,Copernicia x shaferi (C. cowellii x C. hospita),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_sueroana_c_hospita_x_c_rigida,Copernicia x sueroana (C. hospita x C. rigida),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_textilis_c_baileyana_x_c_hospita,Copernicia x textilis (C. baileyana x C. hospita),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_x_vespertilionum_c_gigas_x_c_rigida,Copernicia x vespertilionum (C. gigas x C. rigida),,-1.1°C a 1.7°C,"10a, 10b"
copernicia_yarey_var_robusta,Copernicia yarey var. robusta,,-1.1°C a 1.7°C,"10a, 10b"
copernicia_yarey_var_yarey,Copernicia yarey var. yarey,,-1.1°C a 1.7°C,"10a, 10b"
corypha_lecomtei,Corypha lecomtei,Lecomte Palm,-1.1°C a 1.7°C,"10a, 10b"
corypha_microclada,Corypha microclada,,-1.1°C a 1.7°C,"10a, 10b"
corypha_taliera,Corypha taliera,Tali,1.7°C a 4.4°C,10b
corypha_umbraculifera,Corypha umbraculifera,Talipot Palm,-1.1°C a 1.7°C,"10a, 10b"
corypha_utan,Corypha utan,Buri Palm,-1.1°C a 1.7°C,"10a, 10b"
cryosophila_bartlettii,Cryosophila bartlettii,,1.7°C a 4.4°C,10b
cryosophila_cookii,Cryosophila cookii,,4.4°C a 10.0°C,11
cryosophila_grayumii,Cryosophila grayumii,,1.7°C a 4.4°C,10b
cryosophila_guagara,Cryosophila guagara,,1.7°C a 4.4°C,10b
cryosophila_kalbreyeri_subsp_cogolloi,Cryosophila kalbreyeri subsp. cogolloi,Barbasco Palm,1.7°C a 4.4°C,10b
cryosophila_kalbreyeri_subsp_kalbreyeri,Cryosophila kalbreyeri subsp. kalbreyeri,,1.7°C a 4.4°C,10b
cryosophila_macrocarpa,Cryosophila macrocarpa,,1.7°C a 4.4°C,10b
cryosophila_nana,Cryosophila nana,,1.7°C a 4.4°C,10b
cryosophila_stauracantha,Cryosophila stauracantha,Root Spine Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
cryosophila_warscewiczii,Cryosophila warscewiczii,,-3.9°C a -1.1°C,"9b, 10a, 10b"
cryosophila_williamsii,Cryosophila williamsii,,1.7°C a 4.4°C,10b
cyphokentia_cerifera,Cyphokentia cerifera,,-3.9°C a -1.1°C,"9b, 10a, 10b"
cyphokentia_macrostachya,Cyphokentia macrostachya,,-1.1°C a 1.7°C,"10a, 10b"
cyphophoenix_alba,Cyphophoenix alba,,4.4°C a 10.0°C,11
cyphophoenix_elegans,Cyphophoenix elegans,,4.4°C a 10.0°C,11
cyphophoenix_fulcita,Cyphophoenix fulcita,New Caledonian Stilt Root Palm,4.4°C a 10.0°C,11
cyphophoenix_nucele,Cyphophoenix nucele,Lifou Palm,-1.1°C a 1.7°C,"10a, 10b"
cyphosperma_balansae,Cyphosperma balansae,,4.4°C a 10.0°C,11
cyphosperma_naboutinense,Cyphosperma naboutinense,,-1.1°C a 1.7°C,"10a, 10b"
cyphosperma_tanga,Cyphosperma tanga,Taqwa Palm,4.4°C a 10.0°C,11
cyphosperma_trichospadix,Cyphosperma trichospadix,,4.4°C a 10.0°C,11
cyphosperma_voutmelense,Cyphosperma voutmelense,,4.4°C a 10.0°C,11
cyrtostachys_bakeri,Cyrtostachys bakeri,,4.4°C a 10.0°C,11
cyrtostachys_barbata,Cyrtostachys barbata,,4.4°C a 10.0°C,11
cyrtostachys_elegans,Cyrtostachys elegans,,4.4°C a 10.0°C,11
cyrtostachys_excelsa,Cyrtostachys excelsa,,1.7°C a 4.4°C,10b
cyrtostachys_glauca,Cyrtostachys glauca,,4.4°C a 10.0°C,11
cyrtostachys_loriae,Cyrtostachys loriae,,4.4°C a 10.0°C,11
cyrtostachys_renda,Cyrtostachys renda,Sealing Wax Palm,4.4°C a 10.0°C,11
deckenia_nobilis,Deckenia nobilis,,4.4°C a 10.0°C,11
desmoncus_chinantlensis,Desmoncus chinantlensis,,4.4°C a 10.0°C,11
desmoncus_cirrhiferus,Desmoncus cirrhiferus,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_costaricensis,Desmoncus costaricensis,,4.4°C a 10.0°C,11
desmoncus_giganteus,Desmoncus giganteus,,4.4°C a 10.0°C,11
desmoncus_horridus_subsp_apureanus,Desmoncus horridus subsp. apureanus,,1.7°C a 4.4°C,10b
desmoncus_horridus_subsp_horridus,Desmoncus horridus subsp. horridus,,4.4°C a 10.0°C,11
desmoncus_horridus_subsp_occidentalis,Desmoncus horridus subsp. occidentalis,,4.4°C a 10.0°C,11
desmoncus_horridus_subsp_palustris,Desmoncus horridus subsp. palustris,,4.4°C a 10.0°C,11
desmoncus_horridus_subsp_prostratus,Desmoncus horridus subsp. prostratus,,4.4°C a 10.0°C,11
desmoncus_interjectus,Desmoncus interjectus,,4.4°C a 10.0°C,11
desmoncus_kunarius,Desmoncus kunarius,,1.7°C a 4.4°C,10b
desmoncus_latisectus,Desmoncus latisectus,,1.7°C a 4.4°C,10b
desmoncus_leptoclonos,Desmoncus leptoclonos,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_loretanus,Desmoncus loretanus,,4.4°C a 10.0°C,11
desmoncus_madrensis,Desmoncus madrensis,,1.7°C a 4.4°C,10b
desmoncus_mitis_subsp_ecirratus,Desmoncus mitis subsp. ecirratus,,1.7°C a 4.4°C,10b
desmoncus_mitis_subsp_leptospadix,Desmoncus mitis subsp. leptospadix,,4.4°C a 10.0°C,11
desmoncus_mitis_subsp_mitis,Desmoncus mitis subsp. mitis,,4.4°C a 10.0°C,11
desmoncus_mitis_subsp_rurrenabaquensis,Desmoncus mitis subsp. rurrenabaquensis,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_moorei,Desmoncus moorei,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_myriacanthos,Desmoncus myriacanthos,,4.4°C a 10.0°C,11
desmoncus_obovoideus,Desmoncus obovoideus,,1.7°C a 4.4°C,10b
desmoncus_orthacanthos,Desmoncus orthacanthos,Climbing Palm,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_osensis,Desmoncus osensis,,1.7°C a 4.4°C,10b
desmoncus_parvulus,Desmoncus parvulus,,1.7°C a 4.4°C,10b
desmoncus_polyacanthos,Desmoncus polyacanthos,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_prunifer,Desmoncus prunifer,,4.4°C a 10.0°C,11
desmoncus_pumilus,Desmoncus pumilus,,4.4°C a 10.0°C,11
desmoncus_setosus,Desmoncus setosus,,4.4°C a 10.0°C,11
desmoncus_stans,Desmoncus stans,,-1.1°C a 1.7°C,"10a, 10b"
desmoncus_vacivus,Desmoncus vacivus,,4.4°C a 10.0°C,11
dictyocaryum_fuscum,Dictyocaryum fuscum,,1.7°C a 4.4°C,10b
dictyocaryum_lamarckianum,Dictyocaryum lamarckianum,Andean Royal Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dictyocaryum_ptarianum,Dictyocaryum ptarianum,,1.7°C a 4.4°C,10b
dictyosperma_album_var_album,Dictyosperma album var. album,Hurricane Palm,1.7°C a 4.4°C,10b
dictyosperma_album_var_aureum,Dictyosperma album var. aureum,Rodrigues Hurricane Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dictyosperma_album_var_conjugatum,Dictyosperma album var. conjugatum,Round Island Hurricane Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dransfieldia_micrantha,Dransfieldia micrantha,,-1.1°C a 1.7°C,"10a, 10b"
drymophloeus_litigiosus,Drymophloeus litigiosus,Beguine Palm,1.7°C a 4.4°C,10b
drymophloeus_oliviformis,Drymophloeus oliviformis,Sumulid Palm,1.7°C a 4.4°C,10b
drymophloeus_whitmeeanus,Drymophloeus whitmeeanus,,1.7°C a 4.4°C,10b
dypsis_acaulis,Dypsis acaulis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_acuminum,Dypsis acuminum,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_albofarinosa,Dypsis albofarinosa,White Powder Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_ambanjae,Dypsis ambanjae,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_ambilaensis,Dypsis ambilaensis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_ambositrae,Dypsis ambositrae,Ambositra Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_ampasindavae,Dypsis ampasindavae,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_andapae,Dypsis andapae,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_andilamenensis,Dypsis andilamenensis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_andrianatonga,Dypsis andrianatonga,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_angusta,Dypsis angusta,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_angustifolia,Dypsis angustifolia,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_anjae,Dypsis anjae,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_ankaizinensis,Dypsis ankaizinensis,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_ankirindro,Dypsis ankirindro,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_antanambensis,Dypsis antanambensis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_aquatilis,Dypsis aquatilis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_arenarum,Dypsis arenarum,Sand Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_baronii,Dypsis baronii,Sugar Cane Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_basilonga,Dypsis basilonga,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_beentjei,Dypsis beentjei,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_bejofo,Dypsis bejofo,Brain Seed Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_bernieriana,Dypsis bernieriana,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_betamponensis,Dypsis betamponensis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_betsimisarakae,Dypsis betsimisarakae,,1.7°C a 4.4°C,10b
dypsis_boiviniana,Dypsis boiviniana,Talanoka Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_bonsai,Dypsis bonsai,Bonsai Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_bosseri,Dypsis bosseri,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_brevicaulis,Dypsis brevicaulis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_brittiana,Dypsis brittiana,,1.7°C a 4.4°C,10b
dypsis_cabadae,Dypsis cabadae,Cabada Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_canaliculata,Dypsis canaliculata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_canescens,Dypsis canescens,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_carlsmithii,Dypsis carlsmithii,Stumpy Palm,1.7°C a 4.4°C,10b
dypsis_catatiana,Dypsis catatiana,Catat's Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
dypsis_caudata,Dypsis caudata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_ceracea,Dypsis ceracea,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_commersoniana,Dypsis commersoniana,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_concinna,Dypsis concinna,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_confusa,Dypsis confusa,Tsikara Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_cookei,Dypsis cookei,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_coriacea,Dypsis coriacea,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_corniculata,Dypsis corniculata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_coursii,Dypsis coursii,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_crinita,Dypsis crinita,Vonitra Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_culminis,Dypsis culminis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_curtisii,Dypsis curtisii,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_decaryi,Dypsis decaryi,Triangle Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_decipiens,Dypsis decipiens,Manambe Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
dypsis_delicatula,Dypsis delicatula,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_digitata,Dypsis digitata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_dracaenoides,Dypsis dracaenoides,,1.7°C a 4.4°C,10b
dypsis_dransfieldii,Dypsis dransfieldii,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_elegans,Dypsis elegans,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_eriostachys,Dypsis eriostachys,Silk Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_faneva,Dypsis faneva,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_fanjana,Dypsis fanjana,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_fasciculata,Dypsis fasciculata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_fibrosa,Dypsis fibrosa,Mountain Vonitra Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_forficifolia,Dypsis forficifolia,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_furcata,Dypsis furcata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_gautieri,Dypsis gautieri,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_glabrescens,Dypsis glabrescens,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_gronophyllum,Dypsis gronophyllum,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_henrici,Dypsis henrici,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_heteromorpha,Dypsis heteromorpha,,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
dypsis_heterophylla,Dypsis heterophylla,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_hiarakae,Dypsis hiarakae,Sinkiara Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_hildebrandtii,Dypsis hildebrandtii,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_hovomantsina,Dypsis hovomantsina,Hovomantsina Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_humbertii,Dypsis humbertii,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_humblotiana,Dypsis humblotiana,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_humilis,Dypsis humilis,,1.7°C a 4.4°C,10b
dypsis_ifanadianae,Dypsis ifanadianae,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_integra,Dypsis integra,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_intermedia,Dypsis intermedia,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_interrupta,Dypsis interrupta,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_jeremiei,Dypsis jeremiei,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_jumelleana,Dypsis jumelleana,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_laevis,Dypsis laevis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lanceolata,Dypsis lanceolata,Ivovowo Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lantzeana,Dypsis lantzeana,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lanuginosa,Dypsis lanuginosa,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lastelliana,Dypsis lastelliana,Red Neck Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_leptocheilos,Dypsis leptocheilos,Teddy Bear Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_leucomalla,Dypsis leucomalla,White petiole dypsis,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_ligulata,Dypsis ligulata,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lilacina,Dypsis lilacina,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_linearis,Dypsis linearis,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_lokohensis,Dypsis lokohensis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_louvelii,Dypsis louvelii,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_lucens,Dypsis lucens,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_lutea,Dypsis lutea,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_lutescens,Dypsis lutescens,Golden Cane Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_madagascariensis,Dypsis madagascariensis,Lucuba Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_mahia,Dypsis mahia,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_makirae,Dypsis makirae,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_malcomberi,Dypsis malcomberi,Malcomber palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_mananjarensis,Dypsis mananjarensis,Mealy Bug Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_mangorensis,Dypsis mangorensis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_marojejyi,Dypsis marojejyi,Madagascar Foxtail Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_mcdonaldiana,Dypsis mcdonaldiana,McDonalds Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_metallica,Dypsis metallica,,4.4°C a 10.0°C,11
dypsis_minuta,Dypsis minuta,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_mirabilis,Dypsis mirabilis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_mocquerysiana,Dypsis mocquerysiana,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_monostachya,Dypsis monostachya,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_montana,Dypsis montana,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_moorei,Dypsis moorei,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_nauseosa,Dypsis nauseosa,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_nodifera,Dypsis nodifera,Ovana Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_nossibensis,Dypsis nossibensis,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_occidentalis,Dypsis occidentalis,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_onilahensis,Dypsis onilahensis,Onilahy Palm,-12.2°C a -9.4°C,"8a, 8b, 9a, 9b, 10a, 10b"
dypsis_oreophila,Dypsis oreophila,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_oropedionis,Dypsis oropedionis,Plateau Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
dypsis_ovobontsira,Dypsis ovobontsira,Ovobontsira Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_pachyramea,Dypsis pachyramea,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_paludosa,Dypsis paludosa,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_pembana,Dypsis pembana,Pemba Palm,-1.1°C a 1.7°C,"10a, 10b"
dypsis_perrieri,Dypsis perrieri,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_pervillei,Dypsis pervillei,,-1.1°C a 1.7°C,"10a, 10b"
dypsis_pilulifera,Dypsis pilulifera,,-3.9°C a -1.1°C,"9b, 10a, 10b"
dypsis_pinnatifrons,Dypsis pinnatifrons,,-3.9°C a -1.1°C,"9b, 10a, 10b"
