id,nombre científico,nombre común,rango,zonas USDA
iguanura_polymorpha,Iguanura polymorpha,,4.4°C a 10.0°C,11
iguanura_prolifera,Iguanura prolifera,,4.4°C a 10.0°C,11
iguanura_remotiflora,Iguanura remotiflora,,4.4°C a 10.0°C,11
iguanura_sanderiana,Iguanura sanderiana,,4.4°C a 10.0°C,11
iguanura_speciosa,Iguanura speciosa,,4.4°C a 10.0°C,11
iguanura_tenuis_var_khaosokensis,Iguanura tenuis var. khaosokensis,,4.4°C a 10.0°C,11
iguanura_tenuis_var_tenuis,Iguanura tenuis var. tenuis,,4.4°C a 10.0°C,11
iguanura_thalangensis,Iguanura thalangensis,,4.4°C a 10.0°C,11
iguanura_wallichiana_var_major,Iguanura wallichiana var. major,,4.4°C a 10.0°C,11
iguanura_wallichiana_var_rosea,Iguanura wallichiana var. rosea,,4.4°C a 10.0°C,11
iguanura_wallichiana_var_wallichiana,Iguanura wallichiana var. wallichiana,,4.4°C a 10.0°C,11
iriartea_deltoidea,Iriartea deltoidea,Copa Palm,-1.1°C a 1.7°C,"10a, 10b"
iriartella_setigera,Iriartella setigera,,1.7°C a 4.4°C,10b
iriartella_stenocarpa,Iriartella stenocarpa,,1.7°C a 4.4°C,10b
itaya_amicorum,Itaya amicorum,,1.7°C a 4.4°C,10b
jailoloa_halmaherensis,Jailoloa halmaherensis,,1.7°C a 4.4°C,10b
johannesteijsmannia_altifrons,Johannesteijsmannia altifrons,Joey,1.7°C a 4.4°C,10b
johannesteijsmannia_lanceolata,Johannesteijsmannia lanceolata,Slender Joey Palm,1.7°C a 4.4°C,10b
johannesteijsmannia_magnifica,Johannesteijsmannia magnifica,Silver Joey,1.7°C a 4.4°C,10b
johannesteijsmannia_perakensis,Johannesteijsmannia perakensis,Joey on a stick,1.7°C a 4.4°C,10b
juania_australis,Juania australis,Chonta palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
jubaea_chilensis,Jubaea chilensis,Chilean Wine Palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
jubaeopsis_caffra,Jubaeopsis caffra,Pondoland Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
kentiopsis_magnifica,Kentiopsis magnifica,,4.4°C a 10.0°C,11
kentiopsis_oliviformis,Kentiopsis oliviformis,,4.4°C a 10.0°C,11
kentiopsis_piersoniorum,Kentiopsis piersoniorum,,4.4°C a 10.0°C,11
kentiopsis_pyriformis,Kentiopsis pyriformis,,4.4°C a 10.0°C,11
kerriodoxa_elegans,Kerriodoxa elegans,White Elephant Palm,4.4°C a 10.0°C,11
korthalsia_angustifolia,Korthalsia angustifolia,,1.7°C a 4.4°C,10b
korthalsia_bejaudii,Korthalsia bejaudii,,1.7°C a 4.4°C,10b
korthalsia_brassii,Korthalsia brassii,,1.7°C a 4.4°C,10b
korthalsia_celebica,Korthalsia celebica,,1.7°C a 4.4°C,10b
korthalsia_cheb,Korthalsia cheb,,1.7°C a 4.4°C,10b
korthalsia_concolor,Korthalsia concolor,,1.7°C a 4.4°C,10b
korthalsia_debilis,Korthalsia debilis,,1.7°C a 4.4°C,10b
korthalsia_echinometra,Korthalsia echinometra,,1.7°C a 4.4°C,10b
korthalsia_ferox,Korthalsia ferox,,1.7°C a 4.4°C,10b
korthalsia_flagellaris,Korthalsia flagellaris,,1.7°C a 4.4°C,10b
korthalsia_furcata,Korthalsia furcata,,1.7°C a 4.4°C,10b
korthalsia_furtadoana,Korthalsia furtadoana,,1.7°C a 4.4°C,10b
korthalsia_hispida,Korthalsia hispida,,1.7°C a 4.4°C,10b
korthalsia_jala,Korthalsia jala,,1.7°C a 4.4°C,10b
korthalsia_junghuhnii,Korthalsia junghuhnii,,1.7°C a 4.4°C,10b
korthalsia_laciniosa,Korthalsia laciniosa,,1.7°C a 4.4°C,10b
korthalsia_lanceolata,Korthalsia lanceolata,,1.7°C a 4.4°C,10b
korthalsia_merrillii,Korthalsia merrillii,,1.7°C a 4.4°C,10b
korthalsia_minor,Korthalsia minor,May dung dinh rattan,1.7°C a 4.4°C,10b
korthalsia_paucijuga,Korthalsia paucijuga,,1.7°C a 4.4°C,10b
korthalsia_rigida,Korthalsia rigida,,1.7°C a 4.4°C,10b
korthalsia_robusta,Korthalsia robusta,,1.7°C a 4.4°C,10b
korthalsia_rogersii,Korthalsia rogersii,,1.7°C a 4.4°C,10b
korthalsia_rostrata,Korthalsia rostrata,,1.7°C a 4.4°C,10b
korthalsia_scaphigeroides,Korthalsia scaphigeroides,,1.7°C a 4.4°C,10b
korthalsia_scortechinii,Korthalsia scortechinii,,1.7°C a 4.4°C,10b
korthalsia_tenuissima,Korthalsia tenuissima,,1.7°C a 4.4°C,10b
korthalsia_zippelii,Korthalsia zippelii,,1.7°C a 4.4°C,10b
laccospadix_australasicus,Laccospadix australasicus,Atherton Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
laccosperma_acutiflorum,Laccosperma acutiflorum,,1.7°C a 4.4°C,10b
laccosperma_korupensis,Laccosperma korupensis,,1.7°C a 4.4°C,10b
laccosperma_laeve,Laccosperma laeve,,1.7°C a 4.4°C,10b
laccosperma_opacum,Laccosperma opacum,,1.7°C a 4.4°C,10b
laccosperma_robustum,Laccosperma robustum,,1.7°C a 4.4°C,10b
laccosperma_secundiflorum,Laccosperma secundiflorum,,-1.1°C a 1.7°C,"10a, 10b"
lanonia_acaulis,Lanonia acaulis,Stemless Hat Palm,-1.1°C a 1.7°C,"10a, 10b"
lanonia_calciphila,Lanonia calciphila,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
lanonia_centralis,Lanonia centralis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
lanonia_dasyantha,Lanonia dasyantha,Vietnamese Paradise Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
lanonia_gracilis,Lanonia gracilis,,4.4°C a 10.0°C,11
lanonia_hainanensis,Lanonia hainanensis,Hainan Hat Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
lanonia_hexasepala,Lanonia hexasepala,,-3.9°C a -1.1°C,"9b, 10a, 10b"
lanonia_magalonii,Lanonia magalonii,,-3.9°C a -1.1°C,"9b, 10a, 10b"
latania_loddigesii,Latania loddigesii,Blue Latan Palm,-1.1°C a 1.7°C,"10a, 10b"
latania_lontaroides,Latania lontaroides,Red Latan Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
latania_verschaffeltii,Latania verschaffeltii,Yellow Latan Palm,-1.1°C a 1.7°C,"10a, 10b"
lemurophoenix_halleuxii,Lemurophoenix halleuxii,Red Lemur Palm,1.7°C a 4.4°C,10b
leopoldinia_piassaba,Leopoldinia piassaba,Cheeky Palm,-1.1°C a 1.7°C,"10a, 10b"
leopoldinia_pulchra,Leopoldinia pulchra,,4.4°C a 10.0°C,11
lepidocaryum_tenue_var_casiquiarense,Lepidocaryum tenue var. casiquiarense,,4.4°C a 10.0°C,11
lepidocaryum_tenue_var_gracile,Lepidocaryum tenue var. gracile,,4.4°C a 10.0°C,11
lepidocaryum_tenue_var_tenue,Lepidocaryum tenue var. tenue,,4.4°C a 10.0°C,11
lepidorrhachis_mooreana,Lepidorrhachis mooreana,Little Mountain Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
leucothrinax_morrisii,Leucothrinax morrisii,Brittle Thatch Palm,1.7°C a 4.4°C,10b
licuala_acuminata,Licuala acuminata,,1.7°C a 4.4°C,10b
licuala_acutifida,Licuala acutifida,,1.7°C a 4.4°C,10b
licuala_adscendens,Licuala adscendens,,4.4°C a 10.0°C,11
licuala_ahlidurii,Licuala ahlidurii,,1.7°C a 4.4°C,10b
licuala_angustiloba,Licuala angustiloba,,1.7°C a 4.4°C,10b
licuala_anomala,Licuala anomala,,1.7°C a 4.4°C,10b
licuala_aruensis,Licuala aruensis,,1.7°C a 4.4°C,10b
licuala_atroviridis,Licuala atroviridis,,1.7°C a 4.4°C,10b
licuala_averyanovii,Licuala averyanovii,,4.4°C a 10.0°C,11
licuala_bachmaensis,Licuala bachmaensis,,1.7°C a 4.4°C,10b
licuala_bacularia,Licuala bacularia,,1.7°C a 4.4°C,10b
licuala_bayana,Licuala bayana,,1.7°C a 4.4°C,10b
licuala_beccariana,Licuala beccariana,,1.7°C a 4.4°C,10b
licuala_bellatula,Licuala bellatula,,1.7°C a 4.4°C,10b
licuala_bidentata,Licuala bidentata,,4.4°C a 10.0°C,11
licuala_bidoupensis,Licuala bidoupensis,,1.7°C a 4.4°C,10b
licuala_bifida,Licuala bifida,,4.4°C a 10.0°C,11
licuala_bintulensis,Licuala bintulensis,,4.4°C a 10.0°C,11
licuala_bissula,Licuala bissula,,1.7°C a 4.4°C,10b
licuala_borneensis,Licuala borneensis,,1.7°C a 4.4°C,10b
licuala_bracteata,Licuala bracteata,,1.7°C a 4.4°C,10b
licuala_brevicalyx,Licuala brevicalyx,,1.7°C a 4.4°C,10b
licuala_bruneiana,Licuala bruneiana,,4.4°C a 10.0°C,11
licuala_burretii,Licuala burretii,,4.4°C a 10.0°C,11
licuala_cabalionii,Licuala cabalionii,,1.7°C a 4.4°C,10b
licuala_cameronensis,Licuala cameronensis,,1.7°C a 4.4°C,10b
licuala_campestris,Licuala campestris,,4.4°C a 10.0°C,11
licuala_cattienensis,Licuala cattienensis,,4.4°C a 10.0°C,11
licuala_celebica,Licuala celebica,,1.7°C a 4.4°C,10b
licuala_chaiana,Licuala chaiana,,4.4°C a 10.0°C,11
licuala_collina,Licuala collina,,4.4°C a 10.0°C,11
licuala_concinna,Licuala concinna,,1.7°C a 4.4°C,10b
licuala_cordata_var_ashtonii,Licuala cordata var. ashtonii,,1.7°C a 4.4°C,10b
licuala_cordata_var_cordata,Licuala cordata var. cordata,Heart-shaped Fan Palm,1.7°C a 4.4°C,10b
licuala_corneri,Licuala corneri,,1.7°C a 4.4°C,10b
licuala_crassiflora,Licuala crassiflora,,1.7°C a 4.4°C,10b
licuala_dakrongensis,Licuala dakrongensis,,1.7°C a 4.4°C,10b
licuala_debilis,Licuala debilis,,1.7°C a 4.4°C,10b
licuala_densiflora,Licuala densiflora,,1.7°C a 4.4°C,10b
licuala_distans,Licuala distans,,1.7°C a 4.4°C,10b
licuala_egregia,Licuala egregia,,1.7°C a 4.4°C,10b
licuala_elegans,Licuala elegans,,-1.1°C a 1.7°C,"10a, 10b"
licuala_ellipsoidalis,Licuala ellipsoidalis,,1.7°C a 4.4°C,10b
licuala_elliptica,Licuala elliptica,,4.4°C a 10.0°C,11
licuala_exigua,Licuala exigua,,4.4°C a 10.0°C,11
licuala_ferruginea,Licuala ferruginea,,1.7°C a 4.4°C,10b
licuala_ferruginoides,Licuala ferruginoides,,1.7°C a 4.4°C,10b
licuala_flammula,Licuala flammula,,4.4°C a 10.0°C,11
licuala_flavida,Licuala flavida,,1.7°C a 4.4°C,10b
licuala_flexuosa,Licuala flexuosa,,1.7°C a 4.4°C,10b
licuala_fordiana,Licuala fordiana,,-3.9°C a -1.1°C,"9b, 10a, 10b"
licuala_fractiflexa,Licuala fractiflexa,,1.7°C a 4.4°C,10b
licuala_gjellerupii,Licuala gjellerupii,,1.7°C a 4.4°C,10b
licuala_glaberrima,Licuala glaberrima,,1.7°C a 4.4°C,10b
licuala_glabra_var_glabra,Licuala glabra var. glabra,,1.7°C a 4.4°C,10b
licuala_glabra_var_selangorensis,Licuala glabra var. selangorensis,,1.7°C a 4.4°C,10b
licuala_graminifolia,Licuala graminifolia,,4.4°C a 10.0°C,11
licuala_grandiflora,Licuala grandiflora,,1.7°C a 4.4°C,10b
licuala_grandis,Licuala grandis,Ruffled Fan Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
licuala_hallieriana,Licuala hallieriana,,1.7°C a 4.4°C,10b
licuala_insignis,Licuala insignis,,1.7°C a 4.4°C,10b
licuala_intermedia,Licuala intermedia,,4.4°C a 10.0°C,11
licuala_kamarudinii,Licuala kamarudinii,,1.7°C a 4.4°C,10b
licuala_kemamanensis,Licuala kemamanensis,Kemaman Fan Palm,1.7°C a 4.4°C,10b
licuala_khoonmengii,Licuala khoonmengii,Metallic Fan Palm,1.7°C a 4.4°C,10b
licuala_kiahii,Licuala kiahii,,1.7°C a 4.4°C,10b
licuala_kingiana,Licuala kingiana,,1.7°C a 4.4°C,10b
licuala_klossii,Licuala klossii,,1.7°C a 4.4°C,10b
licuala_kuchingensis,Licuala kuchingensis,,4.4°C a 10.0°C,11
licuala_kunstleri,Licuala kunstleri,,1.7°C a 4.4°C,10b
licuala_lambii,Licuala lambii,,4.4°C a 10.0°C,11
licuala_lanata,Licuala lanata,,1.7°C a 4.4°C,10b
licuala_lanuginosa,Licuala lanuginosa,,1.7°C a 4.4°C,10b
licuala_lauterbachii_var_bougainvillensis,Licuala lauterbachii var. bougainvillensis,,4.4°C a 10.0°C,11
licuala_lauterbachii_var_lauterbachii,Licuala lauterbachii var. lauterbachii,Bougainville Palm,-1.1°C a 1.7°C,"10a, 10b"
licuala_leprosa,Licuala leprosa,,1.7°C a 4.4°C,10b
licuala_leptocalyx,Licuala leptocalyx,,1.7°C a 4.4°C,10b
licuala_leucocarpa,Licuala leucocarpa,,4.4°C a 10.0°C,11
licuala_linearis,Licuala linearis,,1.7°C a 4.4°C,10b
licuala_longicalycata,Licuala longicalycata,,1.7°C a 4.4°C,10b
licuala_longiflora,Licuala longiflora,,1.7°C a 4.4°C,10b
licuala_longipes,Licuala longipes,,1.7°C a 4.4°C,10b
licuala_longispadix,Licuala longispadix,,1.7°C a 4.4°C,10b
licuala_macrantha,Licuala macrantha,,1.7°C a 4.4°C,10b
licuala_maculata,Licuala maculata,,4.4°C a 10.0°C,11
licuala_magna,Licuala magna,,1.7°C a 4.4°C,10b
licuala_malajana_var_humilis,Licuala malajana var. humilis,,1.7°C a 4.4°C,10b
licuala_malajana_var_malajana,Licuala malajana var. malajana,,1.7°C a 4.4°C,10b
licuala_manglaensis,Licuala manglaensis,,1.7°C a 4.4°C,10b
licuala_mattanensis_var_mattanensis,Licuala mattanensis var. mattanensis,Paradise Palm,1.7°C a 4.4°C,10b
licuala_mattanensis_var_paucisecta,Licuala mattanensis var. paucisecta,Variagated Mapu Palm,1.7°C a 4.4°C,10b
licuala_meijeri,Licuala meijeri,,4.4°C a 10.0°C,11
licuala_merguensis,Licuala merguensis,,1.7°C a 4.4°C,10b
licuala_micholitzii_var_leeana,Licuala micholitzii var. leeana,,1.7°C a 4.4°C,10b
licuala_micholitzii_var_micholitzii,Licuala micholitzii var. micholitzii,,1.7°C a 4.4°C,10b
licuala_micrantha,Licuala micrantha,,1.7°C a 4.4°C,10b
licuala_mirabilis,Licuala mirabilis,,1.7°C a 4.4°C,10b
licuala_miriensis,Licuala miriensis,,4.4°C a 10.0°C,11
licuala_modesta,Licuala modesta,,1.7°C a 4.4°C,10b
licuala_montana,Licuala montana,,1.7°C a 4.4°C,10b
licuala_moszkowskiana,Licuala moszkowskiana,,1.7°C a 4.4°C,10b
licuala_moyseyi,Licuala moyseyi,,1.7°C a 4.4°C,10b
licuala_mukahensis,Licuala mukahensis,,4.4°C a 10.0°C,11
licuala_mustapana,Licuala mustapana,Pinwheel Fan Palm,1.7°C a 4.4°C,10b
licuala_nana,Licuala nana,,1.7°C a 4.4°C,10b
licuala_naumoniensis,Licuala naumoniensis,,1.7°C a 4.4°C,10b
licuala_nauroannii,Licuala nauroannii,,1.7°C a 4.4°C,10b
licuala_olivifera,Licuala olivifera,,1.7°C a 4.4°C,10b
licuala_oliviformis,Licuala oliviformis,,1.7°C a 4.4°C,10b
licuala_oninensis,Licuala oninensis,,1.7°C a 4.4°C,10b
licuala_orbicularis,Licuala orbicularis,Parasol Palm,4.4°C a 10.0°C,11
licuala_oryzoides,Licuala oryzoides,,4.4°C a 10.0°C,11
licuala_pachycalyx,Licuala pachycalyx,,1.7°C a 4.4°C,10b
licuala_pahangensis,Licuala pahangensis,,1.7°C a 4.4°C,10b
licuala_palas,Licuala palas,,1.7°C a 4.4°C,10b
licuala_paludosa,Licuala paludosa,Golden Licuala,-1.1°C a 1.7°C,"10a, 10b"
licuala_parviflora,Licuala parviflora,,1.7°C a 4.4°C,10b
licuala_patens,Licuala patens,,1.7°C a 4.4°C,10b
licuala_paucisecta,Licuala paucisecta,,1.7°C a 4.4°C,10b
licuala_peekelii,Licuala peekelii,,1.7°C a 4.4°C,10b
licuala_peltata_var_peltata,Licuala peltata var. peltata,,1.7°C a 4.4°C,10b
licuala_peltata_var_sumawongii,Licuala peltata var. sumawongii,,-1.1°C a 1.7°C,"10a, 10b"
licuala_penduliflora,Licuala penduliflora,,1.7°C a 4.4°C,10b
licuala_petiolulata,Licuala petiolulata,,1.7°C a 4.4°C,10b
licuala_pilosa,Licuala pilosa,,4.4°C a 10.0°C,11
licuala_pitta,Licuala pitta,,4.4°C a 10.0°C,11
licuala_platydactyla,Licuala platydactyla,,1.7°C a 4.4°C,10b
licuala_polyschista,Licuala polyschista,,1.7°C a 4.4°C,10b
licuala_poonsakii,Licuala poonsakii,Poonsak's Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
licuala_pulchella,Licuala pulchella,,1.7°C a 4.4°C,10b
licuala_pumila,Licuala pumila,,1.7°C a 4.4°C,10b
licuala_punctulata,Licuala punctulata,,1.7°C a 4.4°C,10b
licuala_pusilla,Licuala pusilla,,1.7°C a 4.4°C,10b
licuala_radula,Licuala radula,,1.7°C a 4.4°C,10b
licuala_ramsayi_var_ramsayi,Licuala ramsayi var. ramsayi,Australian Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
licuala_ramsayi_var_tuckeri,Licuala ramsayi var. tuckeri,,1.7°C a 4.4°C,10b
licuala_reptans,Licuala reptans,,1.7°C a 4.4°C,10b
licuala_rheophytica,Licuala rheophytica,,4.4°C a 10.0°C,11
licuala_ridleyana,Licuala ridleyana,,1.7°C a 4.4°C,10b
licuala_robinsoniana,Licuala robinsoniana,,1.7°C a 4.4°C,10b
licuala_robusta,Licuala robusta,,1.7°C a 4.4°C,10b
licuala_rubiginosa,Licuala rubiginosa,,4.4°C a 10.0°C,11
licuala_rumphii,Licuala rumphii,Celebes Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
licuala_ruthiae,Licuala ruthiae,,1.7°C a 4.4°C,10b
licuala_sabahana,Licuala sabahana,,4.4°C a 10.0°C,11
licuala_sallehana_var_incisifolia,Licuala sallehana var. incisifolia,,1.7°C a 4.4°C,10b
licuala_sallehana_var_sallehana,Licuala sallehana var. sallehana,,1.7°C a 4.4°C,10b
licuala_sarawakensis,Licuala sarawakensis,,1.7°C a 4.4°C,10b
licuala_scortechinii,Licuala scortechinii,,1.7°C a 4.4°C,10b
licuala_simplex,Licuala simplex,,1.7°C a 4.4°C,10b
licuala_spathellifera,Licuala spathellifera,,1.7°C a 4.4°C,10b
licuala_spectabilis,Licuala spectabilis,,1.7°C a 4.4°C,10b
licuala_spicata,Licuala spicata,,1.7°C a 4.4°C,10b
licuala_spinosa,Licuala spinosa,Mangrove Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
licuala_steinii,Licuala steinii,,1.7°C a 4.4°C,10b
licuala_stipitata,Licuala stipitata,,1.7°C a 4.4°C,10b
licuala_stongensis,Licuala stongensis,,1.7°C a 4.4°C,10b
licuala_tanycola,Licuala tanycola,,1.7°C a 4.4°C,10b
licuala_taynguyensis,Licuala taynguyensis,,1.7°C a 4.4°C,10b
licuala_telifera,Licuala telifera,,1.7°C a 4.4°C,10b
licuala_tenuissima,Licuala tenuissima,,1.7°C a 4.4°C,10b
licuala_terengganuensis,Licuala terengganuensis,Terengganu Fan Palm,1.7°C a 4.4°C,10b
licuala_thoana,Licuala thoana,,1.7°C a 4.4°C,10b
licuala_tiomanensis,Licuala tiomanensis,,1.7°C a 4.4°C,10b
licuala_triphylla,Licuala triphylla,,1.7°C a 4.4°C,10b
licuala_urciflora,Licuala urciflora,,4.4°C a 10.0°C,11
licuala_whitmorei,Licuala whitmorei,,1.7°C a 4.4°C,10b
licuala_yiiana,Licuala yiiana,,4.4°C a 10.0°C,11
linospadix_albertisianus,Linospadix albertisianus,,1.7°C a 4.4°C,10b
linospadix_apetiolatus,Linospadix apetiolatus,,-1.1°C a 1.7°C,"10a, 10b"
linospadix_caninus,Linospadix caninus,,1.7°C a 4.4°C,10b
linospadix_microcaryus,Linospadix microcaryus,,-1.1°C a 1.7°C,"10a, 10b"
linospadix_microspadix,Linospadix microspadix,,-1.1°C a 1.7°C,"10a, 10b"
linospadix_minor,Linospadix minor,Jakarungle Palm,-1.1°C a 1.7°C,"10a, 10b"
linospadix_monostachyos,Linospadix monostachyos,Walking Stick Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
linospadix_palmerianus,Linospadix palmerianus,Palmers Walking Stick Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_alfredii,Livistona alfredii,Millstream Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_australis,Livistona australis,Southern Fan Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
livistona_benthamii,Livistona benthamii,Bentham's Fountain Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_boninensis,Livistona boninensis,Bonin Islands fan palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
livistona_carinensis,Livistona carinensis,Bankouale palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_chinensis,Livistona chinensis,Chinese Fan Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
livistona_chinensis_var_subglobosa,Livistona chinensis var. subglobosa,Taiwan Fan Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
livistona_concinna,Livistona concinna,,-1.1°C a 1.7°C,"10a, 10b"
livistona_decora,Livistona decora,Ribbon Fan Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
livistona_decipiens,Livistona decipiens,,Desconocido,
livistona_drudei,Livistona drudei,,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_eastonii,Livistona eastonii,Mitchell Plateau Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_endauensis,Livistona endauensis,Endau Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_exigua,Livistona exigua,,-1.1°C a 1.7°C,"10a, 10b"
livistona_fulva,Livistona fulva,,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_halongensis,Livistona halongensis,,-1.1°C a 1.7°C,"10a, 10b"
livistona_humilis,Livistona humilis,Australian Sand Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_inermis,Livistona inermis,Wispy Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_jenkinsiana,Livistona jenkinsiana,Major Jenkins' Fan Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_lanuginosa,Livistona lanuginosa,Cape River Fan Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_lorophylla,Livistona lorophylla,,1.7°C a 4.4°C,10b
livistona_mariae,Livistona mariae,Central Australian Fan Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_muelleri,Livistona muelleri,Australian Dwarf Fan Palm,-1.1°C a 1.7°C,"10a, 10b"
livistona_nasmophila,Livistona nasmophila,,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_nitida,Livistona nitida,Carnavon Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_rigida,Livistona rigida,Mataranka palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
livistona_saribus,Livistona saribus,Taraw Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
livistona_speciosa,Livistona speciosa,,1.7°C a 4.4°C,10b
livistona_tahanensis,Livistona tahanensis,,-1.1°C a 1.7°C,"10a, 10b"
livistona_victoriae,Livistona victoriae,,-3.9°C a -1.1°C,"9b, 10a, 10b"
lodoicea_maldivica,Lodoicea maldivica,Coco de Mer,1.7°C a 4.4°C,10b
loxococcus_rupicola,Loxococcus rupicola,Crook Fruit Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
lytocaryum_hoehnei,Lytocaryum hoehnei,Hoehne's Miniature Coconut Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
lytocaryum_insigne,Lytocaryum insigne,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
lytocaryum_itapebiensis,Lytocaryum itapebiensis,,-1.1°C a 1.7°C,"10a, 10b"
lytocaryum_weddellianum,Lytocaryum weddellianum,Miniature Coconut Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
manicaria_martiana,Manicaria martiana,,1.7°C a 4.4°C,10b
manicaria_saccifera,Manicaria saccifera,Troolie Palm,4.4°C a 10.0°C,11
manjekia_maturbongsii,Manjekia maturbongsii,Manjek Palm,1.7°C a 4.4°C,10b
marojejya_darianii,Marojejya darianii,Big Leaf Palm,4.4°C a 10.0°C,11
marojejya_insignis,Marojejya insignis,,4.4°C a 10.0°C,11
masoala_kona,Masoala kona,Kona Palm,4.4°C a 10.0°C,11
masoala_madagascariensis,Masoala madagascariensis,,4.4°C a 10.0°C,11
mauritia_carana,Mauritia carana,Carana Palm,1.7°C a 4.4°C,10b
mauritia_flexuosa,Mauritia flexuosa,Morete Palm,1.7°C a 4.4°C,10b
mauritiella_aculeata,Mauritiella aculeata,Rio Negro Palm,4.4°C a 10.0°C,11
mauritiella_armata,Mauritiella armata,Moretillo Palm,4.4°C a 10.0°C,11
mauritiella_macroclada,Mauritiella macroclada,,4.4°C a 10.0°C,11
mauritiella_pumila,Mauritiella pumila,,1.7°C a 4.4°C,10b
maxburretia_furtadoana,Maxburretia furtadoana,,4.4°C a 10.0°C,11
maxburretia_gracilis,Maxburretia gracilis,,4.4°C a 10.0°C,11
maxburretia_rupicola,Maxburretia rupicola,,4.4°C a 10.0°C,11
medemia_argun,Medemia argun,Nubian Desert Palm,-1.1°C a 1.7°C,"10a, 10b"
metroxylon_amicarum,Metroxylon amicarum,,4.4°C a 10.0°C,11
metroxylon_paulcoxii,Metroxylon paulcoxii,,4.4°C a 10.0°C,11
metroxylon_sagu,Metroxylon sagu,Sago Palm,4.4°C a 10.0°C,11
metroxylon_salomonense,Metroxylon salomonense,Solomon Ivory Nut Palm,4.4°C a 10.0°C,11
metroxylon_upoluense,Metroxylon upoluense,,4.4°C a 10.0°C,11
metroxylon_vitiense,Metroxylon vitiense,Fijian Sago Palm,4.4°C a 10.0°C,11
metroxylon_warburgii,Metroxylon warburgii,Vanuatu Sago Palm,-1.1°C a 1.7°C,"10a, 10b"
myrialepis_paradoxa,Myrialepis paradoxa,Kertong Rattan,1.7°C a 4.4°C,10b
nannorrhops_ritchiana,Nannorrhops ritchiana,Mazari Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
nannorrhops_ritchiana_sp_silver,Nannorrhops ritchiana sp. silver,Silver Mazari Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
nenga_banaensis,Nenga banaensis,Indochinese Nenga Palm,1.7°C a 4.4°C,10b
nenga_gajah,Nenga gajah,,1.7°C a 4.4°C,10b
nenga_grandiflora,Nenga grandiflora,,1.7°C a 4.4°C,10b
nenga_macrocarpa,Nenga macrocarpa,Large-fruited Nenga Palm,1.7°C a 4.4°C,10b
nenga_pumila_var_pachystachya,Nenga pumila var. pachystachya,,1.7°C a 4.4°C,10b
nenga_pumila_var_pumila,Nenga pumila var. pumila,Dwarf Nenga Palm,1.7°C a 4.4°C,10b
neonicholsonia_watsonii,Neonicholsonia watsonii,,4.4°C a 10.0°C,11
neoveitchia_brunnea,Neoveitchia brunnea,Devil Palm,4.4°C a 10.0°C,11
neoveitchia_storckii,Neoveitchia storckii,,4.4°C a 10.0°C,11
